Company,Month,Service,Campaign,Paid,Percent,Spend,Spent,Impressions,Clicks,CRT
Green Team Dumpster Rentals,DEC,Waste Management,Paid Search,0,0.6,0,0,0,0,0
Gutter Perfection,DEC,Roofing,Paid Search,0,0.6,0,0,0,0,0
iAct Colorectal Cancer,DEC,Clinical Trials,Paid Search,0,0.6,0,0,0,0,0
iAct Diabetes Mellitus Trial,DEC,Clinical Trials,Paid Search,0,0.6,0,0,0,0,0
iAct Eczema Trial,DEC,Clinical Trials,Paid Search,0,0.6,0,0,0,0,0
iAct Oral Mucositis,DEC,Medical,Paid Search,0,0.6,0,0,0,0,0
iAct Pancreatic Cancer,DEC,Clinical Trials,Paid Search,0,0.6,0,0,0,0,0
iAct Pneumonia Vaccine Trial,DEC,Clinical Trials,Paid Search,0,0.6,0,0,0,0,0
iAct Teen Obesity,DEC,Clinical Trials,Paid Search,0,0.6,0,0,0,0,0
Law Office of Sherry L. Johnson,DEC,Lawyer,Paid Search,0,0.6,0,0,0,0,0
Majestic Carpet,DEC,Flooring,Paid Search,625,0.6,375,367.49,1716,49,0.028554779
Matt's Roofing & Gutters,DEC,Roofing,Paid Search,1000,0.6,600,613.95,842,43,0.051068884
McGuire's Portable Buildings,DEC,Buildings,Paid Search,0,0.6,0,0,0,0,0
Mid GA Garage Doors,DEC,Buildings,Paid Search,0,0.6,0,0,0,0,0
Midtown OB,DEC,Medical,Paid Search,250,0.6,150,185.44,957,57,0.059561129
Midtown OB Fibroids Trial,DEC,Medical,Paid Search,0,0.6,0,0,0,0,0
Muse Kitchen & Bath,DEC,Home Improvement,Paid Search,0,0.6,0,9.94,174,3,0.017241379
Northridge Vet,DEC,Veterinary,Paid Search,500,0.6,300,296.19,2295,69,0.030065359
Only Plumbing,DEC,Plumbing,Paid Search,0,0.6,0,0,0,0,0
Overby Company,DEC,Office Supply,Paid Search,400,0.6,240,241.14,3283,37,0.01127018
Overhead Door Company,DEC,Garage Door,Paid Search,1500,0.6,900,962.62,4026,243,0.060357675
Overhead Door Pensacola,DEC,Garage Door,Paid Search,0,0.6,0,0,0,0,0
Overhead Door -Watertown,DEC,Garage Door,Paid Search,500,0.6,300,303.91,2405,95,0.03950104
Parkside Dental,DEC,Dentist,Paid Search,1000,0.6,600,629.83,2460,84,0.034146341
Pink Monarch,DEC,Medical,Paid Search,240,0.6,144,175.84,643,29,0.045101089
PinProps,DEC,Real Estate,Paid Search,0,0.6,0,0,0,0,0
Pioneer Comfort Systems,DEC,HVAC,Paid Search,0,0.6,0,0,0,0,0
Proscape Colorants,DEC,Landscaping & Pools,Paid Search,1000,0.6,600,629.53,13017,219,0.016824153
Proway Turf,DEC,Landscaping & Pools,Paid Search,0,0.6,0,0,0,0,0
Reliance Home Services,DEC,Roofing & HVAC,Paid Search,0,0.6,0,0,0,0,0
Rusty's  Floor Coverings,DEC,Flooring,Paid Search,0,0.6,0,36.33,511,6,0.011741683
Servpro CDW,DEC,Restoration & Cleaning,Paid Search,0,0.6,0,0,0,0,0
ServPro of Phenix City,DEC,Restoration & Cleaning,Paid Search,600,0.6,360,380.44,1334,37,0.027736132
Shred A Way,DEC,Office Supply,Paid Search,400,0.6,240,363.11,939,29,0.030883919
Smiths Radiator,DEC,Tire & Auto,Paid Search,1000,0.6,600,584.82,3057,138,0.045142296
Southeastern Insulation,DEC,Home Improvement,Paid Search,800,0.6,480,886.4,3440,135,0.039244186
Southern Services Carpet,DEC,Flooring,Paid Search,500,0.6,300,299.75,876,20,0.02283105
Synovus Wealth Management,DEC,Banking,Paid Search,0,0.6,0,207.34,2211,25,0.011307101
The Roofing Guys,DEC,Roofing,Paid Search,0,0.6,0,0,0,0,0
Thompson West Plumbing,DEC,Plumbing,Paid Search,1000,0.6,600,549.99,2923,84,0.028737598
Tires First - Aletheia,DEC,Tire & Auto,Paid Search,0,0.6,0,0,0,0,0
Top Notch Cleaning,DEC,Restoration & Cleaning,Paid Search,500,0.6,300,298.15,1464,57,0.038934426
Transmission Plus / AAA Parts & Salvage,DEC,Tire & Auto,Paid Search,1440,0.6,864,778,1812,109,0.060154525
AAA Parts & Salvage,DEC,Tire & Auto,Paid Search,1000,0.6,600,595.65,4470,189,0.042281879
Watson Plumbing,DEC,Plumbing,Paid Search,500,0.6,300,306.75,1016,50,0.049212598
West GA Custom Fence,DEC,Fencing,Paid Search,0,0.6,0,0,0,0,0
West Georgia Eye Care,DEC,Medical,Paid Search,600,0.6,360,357.59,2888,52,0.01800554
WK Eye - The Cataract Surgeons,DEC,Medical,Paid Search,2700,0.6,1620,1643.54,6729,201,0.029870709
Adams Family Dentistry,JAN,Dentist,Paid Search,600,0.6,360,354.67,2390,75,0.031380753
Advanced Cleaning Systems,JAN,Restoration & Cleaning,Paid Search,0,0.6,0,0,0,0,0
Airfare Desk Inc.,JAN,Travel,Paid Search,2183.46,0.6,1310.076,0,0,0,0
AirLogic,JAN,HVAC,Paid Search,1000,0.6,600,620.21,5584,78,0.013968481
Alabama Funeral Homes & Cremation Center,JAN,Funeral,Paid Search,0,0.6,0,0,0,0,0
Aletheia Digital,JAN,Marketing,Paid Search,0,0.6,0,0,0,0,0
Allstar Heating & Air,JAN,HVAC,Paid Search,0,0.6,0,0,0,0,0
America's Best Restoration,JAN,Roofing,Paid Search,0,0.6,0,0,0,0,0
American Roofing and Restoration,JAN,Roofing,Paid Search,1500,0.6,900,848.63,4203,102,0.02426838
ASP Pools,JAN,Landscaping & Pools,Paid Search,0,0.6,0,0,0,0,0
Avery's Furniture,JAN,Furniture,Paid Search,300,0.6,180,185.22,2175,54,0.024827586
Ben's Locksmith,JAN,Locksmith,Paid Search,0,0.6,0,0,0,0,0
Beracah Homes,JAN,Housing,Paid Search,1100,0.6,660,662.76,2625,258,0.098285714
Boyd Contracting,JAN,Roofing,Paid Search,0,0.6,0,0,0,0,0
Buzzell Plumbing Heating & AC,JAN,"Plumbing, HVAC",Paid Search,0,0.6,0,0,0,0,0
Childress Dental,JAN,Dentist,Paid Search,1000,0.6,600,19.74,58,6,0.103448276
Chris Moore Roofing,JAN,Roofing,Paid Search,1000,0.6,600,587.37,1317,69,0.0523918
Columbus Custom Hardwoods,JAN,Flooring,Paid Search,500,0.6,300,302.41,3143,69,0.021953548
Columbus Hospice,JAN,Medical,Paid Search,1500,0.6,900,947.71,3278,297,0.090604027
Complete Tire,JAN,Tire & Auto,Paid Search,1000,0.6,600,609.6,4367,117,0.026791848
Containers by Reaves,JAN,Waste Management,Paid Search,1000,0.6,600,270.97,3747,78,0.020816653
D&H Backhoe Services,JAN,Plumbing,Paid Search,0,0.6,0,0,0,0,0
Elements Lawn & Pest,JAN,Landscaping & Pools,Paid Search,0,0.6,0,0,0,0,0
Elite Tree Service,JAN,Tree Service,Paid Search,700,0.6,420,422.59,2414,66,0.027340514
Fairway Carts - EZ Go,JAN,Golfing,Paid Search,0,0.6,0,0,0,0,0
Fairway Carts - SKAG,JAN,Golfing,Paid Search,0,0.6,0,0,0,0,0
Fence Doctor,JAN,Fencing,Paid Search,500,0.6,300,7.9,48,1,0.020833333
First Baptist Church School,JAN,Church & School,Paid Search,500,0.6,300,300.84,1173,68,0.057971014
First Response Services,JAN,Restoration & Cleaning,Paid Search,625,0.6,375,0,0,0,0
Fosters Tree Service,JAN,Tree Service,Paid Search,500,0.6,300,283.61,1786,41,0.022956327
Funderburk & Lane,JAN,Lawyer,Paid Search,0,0.6,0,0,0,0,0
Green Team Dumpster Rentals,JAN,Waste Management,Paid Search,0,0.6,0,0,0,0,0
Gutter Perfection,JAN,Roofing,Paid Search,0,0.6,0,0,0,0,0
iAct Colorectal Cancer,JAN,Clinical Trials,Paid Search,0,0.6,0,0,0,0,0
iAct Diabetes Mellitus Trial,JAN,Clinical Trials,Paid Search,0,0.6,0,0,0,0,0
iAct Eczema Trial,JAN,Clinical Trials,Paid Search,0,0.6,0,0,0,0,0
iAct Oral Mucositis,JAN,Medical,Paid Search,0,0.6,0,0,0,0,0
iAct Pancreatic Cancer,JAN,Clinical Trials,Paid Search,0,0.6,0,0,0,0,0
iAct Pneumonia Vaccine Trial,JAN,Clinical Trials,Paid Search,0,0.6,0,0,0,0,0
iAct Teen Obesity,JAN,Clinical Trials,Paid Search,0,0.6,0,0,0,0,0
Law Office of Sherry L. Johnson,JAN,Lawyer,Paid Search,0,0.6,0,0,0,0,0
Majestic Carpet,JAN,Flooring,Paid Search,625,0.6,375,377.06,1485,46,0.030976431
Matt's Roofing & Gutters,JAN,Roofing,Paid Search,1000,0.6,600,582.29,4727,63,0.013327692
McGuire's Portable Buildings,JAN,Buildings,Paid Search,0,0.6,0,0,0,0,0
Mid GA Garage Doors,JAN,Buildings,Paid Search,0,0.6,0,0,0,0,0
Midtown OB,JAN,Medical,Paid Search,250,0.6,150,241.26,832,70,0.084134615
Midtown OB Fibroids Trial,JAN,Medical,Paid Search,0,0.6,0,0,0,0,0
Muse Kitchen & Bath,JAN,Home Improvement,Paid Search,0,0.6,0,0,0,0,0
Northridge Vet,JAN,Veterinary,Paid Search,500,0.6,300,295.54,1921,65,0.033836543
Only Plumbing,JAN,Plumbing,Paid Search,0,0.6,0,0,0,0,0
Overby Company,JAN,Office Supply,Paid Search,400,0.6,240,283.2,3947,40,0.010134279
Overhead Door Company,JAN,Garage Door,Paid Search,1500,0.6,900,966.62,8408,239,0.028425309
Overhead Door Pensacola,JAN,Garage Door,Paid Search,500,0.6,300,79.73,1985,36,0.01813602
Overhead Door -Watertown,JAN,Garage Door,Paid Search,500,0.6,300,303.9,1563,73,0.046705054
Parkside Dental,JAN,Dentist,Paid Search,1000,0.6,600,613.45,1818,73,0.040154015
Pink Monarch,JAN,Medical,Paid Search,240,0.6,144,211.07,960,35,0.036458333
PinProps,JAN,Real Estate,Paid Search,0,0.6,0,0,0,0,0
Pioneer Comfort Systems,JAN,HVAC,Paid Search,1800,0.6,1080,1075.74,7748,122,0.015745999
Proscape Colorants,JAN,Landscaping & Pools,Paid Search,1000,0.6,600,616.34,13191,219,0.016602229
Proway Turf,JAN,Landscaping & Pools,Paid Search,0,0.6,0,105.04,1007,24,0.023833168
Reliance Home Services,JAN,Roofing & HVAC,Paid Search,0,0.6,0,0,0,0,0
Rusty's  Floor Coverings,JAN,Flooring,Paid Search,0,0.6,0,0,0,0,0
Servpro CDW,JAN,Restoration & Cleaning,Paid Search,0,0.6,0,0,0,0,0
ServPro of Phenix City,JAN,Restoration & Cleaning,Paid Search,600,0.6,360,360.96,3130,61,0.019488818
Shred A Way,JAN,Office Supply,Paid Search,400,0.6,240,451.18,1276,47,0.036833856
Smiths Radiator,JAN,Tire & Auto,Paid Search,1000,0.6,600,630.15,4646,157,0.03379251
Southeastern Insulation,JAN,Home Improvement,Paid Search,800,0.6,480,452.15,3331,76,0.022815971
Southern Services Carpet,JAN,Flooring,Paid Search,500,0.6,300,289.98,1021,24,0.023506366
Synovus Wealth Management,JAN,Banking,Paid Search,0,0.6,0,61.72,599,12,0.020033389
The Roofing Guys,JAN,Roofing,Paid Search,0,0.6,0,0,0,0,0
Thompson West Plumbing,JAN,Plumbing,Paid Search,0,0.6,0,364.09,2891,58,0.020062262
Tires First - Aletheia,JAN,Tire & Auto,Paid Search,0,0.6,0,0,0,0,0
Top Notch Cleaning,JAN,Restoration & Cleaning,Paid Search,1500,0.6,900,883.13,2840,100,0.035211268
Transmission Plus / AAA Parts & Salvage,JAN,Tire & Auto,Paid Search,1440,0.6,864,710.12,5014,152,0.030315118
AAA Parts & Salvage,JAN,Tire & Auto,Paid Search,1000,0.6,600,611.96,3933,208,0.052885838
Watson Plumbing,JAN,Plumbing,Paid Search,500,0.6,300,295.87,1388,41,0.029538905
West GA Custom Fence,JAN,Fencing,Paid Search,0,0.6,0,0,0,0,0
West Georgia Eye Care,JAN,Medical,Paid Search,600,0.6,360,367.62,2927,49,0.01674069
WK Eye - The Cataract Surgeons,JAN,Medical,Paid Search,2700,0.6,1620,1421.77,4909,184,0.037482176
Adams Family Dentistry,FEB,Dentist,Paid Search,600,0.6,360,343.83,1872,61,0.03258547
Advanced Cleaning Systems,FEB,Restoration & Cleaning,Paid Search,400,0.6,240,0,0,0,0
Airfare Desk Inc.,FEB,Travel,Paid Search,4258.31,0.6,2554.986,0,0,0,0
AirLogic,FEB,HVAC,Paid Search,1000,0.6,600,572,2867,52,0.018137426
Alabama Funeral Homes & Cremation Center,FEB,Funeral,Paid Search,0,0.6,0,0,0,0,0
Aletheia Digital,FEB,Marketing,Paid Search,0,0.6,0,0,0,0,0
Allstar Heating & Air,FEB,HVAC,Paid Search,500,0.6,300,90.37,991,20,0.020181635
America's Best Restoration,FEB,Roofing,Paid Search,0,0.6,0,0,0,0,0
American Roofing and Restoration,FEB,Roofing,Paid Search,1500,0.6,900,877.15,4745,88,0.018545838
ASP Pools,FEB,Landscaping & Pools,Paid Search,0,0.6,0,0,0,0,0
Avery's Furniture,FEB,Furniture,Paid Search,300,0.6,180,175.2,1984,49,0.024697581
Ben's Locksmith,FEB,Locksmith,Paid Search,0,0.6,0,0,0,0,0
Beracah Homes,FEB,Housing,Paid Search,1100,0.6,660,659.84,2265,241,0.106401766
Boyd Contracting,FEB,Roofing,Paid Search,0,0.6,0,0,0,0,0
Buzzell Plumbing Heating & AC,FEB,"Plumbing, HVAC",Paid Search,2011,0.6,1206.6,1246.92,12484,267,0.021387376
Childress Dental,FEB,Dentist,Paid Search,1000,0.6,600,611.84,4805,139,0.0289282
Chris Moore Roofing,FEB,Roofing,Paid Search,1000,0.6,600,587.41,1221,61,0.04995905
Columbus Custom Hardwoods,FEB,Flooring,Paid Search,500,0.6,300,307.95,1909,63,0.033001572
Columbus Hospice,FEB,Medical,Paid Search,1500,0.6,900,914.6,3532,282,0.07984145
Complete Tire,FEB,Tire & Auto,Paid Search,1000,0.6,600,602.12,3218,105,0.032628962
Containers by Reaves,FEB,Waste Management,Paid Search,1000,0.6,600,591.78,7098,168,0.023668639
D&H Backhoe Services,FEB,Plumbing,Paid Search,0,0.6,0,0,0,0,0
Elements Lawn & Pest,FEB,Landscaping & Pools,Paid Search,1500,0.6,900,175.82,1321,24,0.018168055
Elite Tree Service,FEB,Tree Service,Paid Search,700,0.6,420,408.4,2506,68,0.027134876
Fairway Carts - EZ Go,FEB,Golfing,Paid Search,0,0.6,0,0,0,0,0
Fairway Carts - SKAG,FEB,Golfing,Paid Search,0,0.6,0,0,0,0,0
Fence Doctor,FEB,Fencing,Paid Search,500,0.6,300,316.06,2802,83,0.029621699
First Baptist Church School,FEB,Church & School,Paid Search,500,0.6,300,292.73,1151,59,0.051259774
First Response Services,FEB,Restoration & Cleaning,Paid Search,0,0.6,0,0,0,0,0
Fosters Tree Service,FEB,Tree Service,Paid Search,500,0.6,300,338.24,1772,35,0.019751693
Funderburk & Lane,FEB,Lawyer,Paid Search,0,0.6,0,0,0,0,0
Green Team Dumpster Rentals,FEB,Waste Management,Paid Search,0,0.6,0,0,0,0,0
Gutter Perfection,FEB,Roofing,Paid Search,1200,0.6,720,332.18,2529,58,0.022933966
iAct Colorectal Cancer,FEB,Clinical Trials,Paid Search,0,0.6,0,0,0,0,0
iAct Diabetes Mellitus Trial,FEB,Clinical Trials,Paid Search,0,0.6,0,0,0,0,0
iAct Eczema Trial,FEB,Clinical Trials,Paid Search,0,0.6,0,0,0,0,0
iAct Oral Mucositis,FEB,Medical,Paid Search,0,0.6,0,0,0,0,0
iAct Pancreatic Cancer,FEB,Clinical Trials,Paid Search,0,0.6,0,0,0,0,0
iAct Pneumonia Vaccine Trial,FEB,Clinical Trials,Paid Search,0,0.6,0,0,0,0,0
iAct Teen Obesity,FEB,Clinical Trials,Paid Search,0,0.6,0,0,0,0,0
Law Office of Sherry L. Johnson,FEB,Lawyer,Paid Search,0,0.6,0,0,0,0,0
Majestic Carpet,FEB,Flooring,Paid Search,625,0.6,375,370.41,1178,40,0.033955857
Matt's Roofing & Gutters,FEB,Roofing,Paid Search,1000,0.6,600,619.94,3767,51,0.013538625
McGuire's Portable Buildings,FEB,Buildings,Paid Search,1800,0.6,1080,704.8,18697,290,0.01551051
Mid GA Garage Doors,FEB,Buildings,Paid Search,0,0.6,0,0,0,0,0
Midtown OB,FEB,Medical,Paid Search,250,0.6,150,189.85,858,54,0.062937063
Midtown OB Fibroids Trial,FEB,Medical,Paid Search,0,0.6,0,0,0,0,0
Muse Kitchen & Bath,FEB,Home Improvement,Paid Search,0,0.6,0,0,0,0,0
Northridge Vet,FEB,Veterinary,Paid Search,500,0.6,300,304.8,2068,69,0.033365571
Only Plumbing,FEB,Plumbing,Paid Search,0,0.6,0,0,0,0,0
Overby Company,FEB,Office Supply,Paid Search,400,0.6,240,283.37,3320,34,0.010240964
Overhead Door Company,FEB,Garage Door,Paid Search,1500,0.6,900,916.56,6228,202,0.032434168
Overhead Door Pensacola,FEB,Garage Door,Paid Search,500,0.6,300,319.74,5441,108,0.019849292
Overhead Door -Watertown,FEB,Garage Door,Paid Search,500,0.6,300,331.28,1598,73,0.045682103
Parkside Dental,FEB,Dentist,Paid Search,1000,0.6,600,675.13,1762,74,0.04199773
Pink Monarch,FEB,Medical,Paid Search,240,0.6,144,125.75,501,29,0.057884232
PinProps,FEB,Real Estate,Paid Search,0,0.6,0,0,0,0,0
Pioneer Comfort Systems,FEB,HVAC,Paid Search,1800,0.6,1080,1095.13,4284,87,0.020308123
Proscape Colorants,FEB,Landscaping & Pools,Paid Search,1000,0.6,600,591.85,5215,192,0.036816874
Proway Turf,FEB,Landscaping & Pools,Paid Search,0,0.6,0,117.4,1400,16,0.011428571
Reliance Home Services,FEB,Roofing & HVAC,Paid Search,0,0.6,0,0,0,0,0
Rusty's  Floor Coverings,FEB,Flooring,Paid Search,0,0.6,0,0,0,0,0
Servpro CDW,FEB,Restoration & Cleaning,Paid Search,0,0.6,0,0,0,0,0
ServPro of Phenix City,FEB,Restoration & Cleaning,Paid Search,600,0.6,360,495.75,1766,39,0.022083805
Shred A Way,FEB,Office Supply,Paid Search,200,0.6,120,128.09,338,15,0.044378698
Smiths Radiator,FEB,Tire & Auto,Paid Search,1000,0.6,600,623.87,3910,143,0.03657289
Southeastern Insulation,FEB,Home Improvement,Paid Search,800,0.6,480,494.97,3481,83,0.023843723
Southern Services Carpet,FEB,Flooring,Paid Search,500,0.6,300,336.64,552,26,0.047101449
Synovus Wealth Management,FEB,Banking,Paid Search,0,0.6,0,112.18,1526,22,0.014416776
The Roofing Guys,FEB,Roofing,Paid Search,0,0.6,0,0,0,0,0
Thompson West Plumbing,FEB,Plumbing,Paid Search,2000,0.6,1200,173.12,1039,16,0.015399423
Tires First - Aletheia,FEB,Tire & Auto,Paid Search,0,0.6,0,0,0,0,0
Top Notch Cleaning,FEB,Restoration & Cleaning,Paid Search,1500,0.6,900,984.91,2907,92,0.031647747
Transmission Plus / AAA Parts & Salvage,FEB,Tire & Auto,Paid Search,1440,0.6,864,862.21,5644,170,0.030120482
AAA Parts & Salvage,FEB,Tire & Auto,Paid Search,1000,0.6,600,597.62,3401,211,0.062040576
Watson Plumbing,FEB,Plumbing,Paid Search,500,0.6,300,292.05,1232,38,0.030844156
West GA Custom Fence,FEB,Fencing,Paid Search,0,0.6,0,0,0,0,0
West Georgia Eye Care,FEB,Medical,Paid Search,600,0.6,360,355.16,2794,50,0.01789549
WK Eye - The Cataract Surgeons,FEB,Medical,Paid Search,2700,0.6,1620,1643.54,3974,151,0.03799698
Adams Family Dentistry,MAR,Dentist,Paid Search,600,0.6,360,362.89,1766,66,0.037372593
Advanced Cleaning Systems,MAR,Restoration & Cleaning,Paid Search,400,0.6,240,122.95,791,29,0.036662453
Airfare Desk Inc.,MAR,Travel,Paid Search,3757.78,0.6,2254.668,0,0,0,0
AirLogic,MAR,HVAC,Paid Search,1000,0.6,600,621.59,3432,44,0.012820513
Alabama Funeral Homes & Cremation Center,MAR,Funeral,Paid Search,1000,0.6,600,388.8,1591,675,0.424261471
Aletheia Digital,MAR,Marketing,Paid Search,0,0.6,0,0,6,0,0
Allstar Heating & Air,MAR,HVAC,Paid Search,0,0.6,0,265.71,1470,0,0
America's Best Restoration,MAR,Roofing,Paid Search,0,0.6,0,0,0,0,0
American Roofing and Restoration,MAR,Roofing,Paid Search,1500,0.6,900,913.55,4737,96,0.020265991
ASP Pools,MAR,Landscaping & Pools,Paid Search,400,0.6,240,26.21,177,23,0.129943503
Avery's Furniture,MAR,Furniture,Paid Search,300,0.6,180,179.57,1849,46,0.024878313
Ben's Locksmith,MAR,Locksmith,Paid Search,3702,0.6,2221.2,2928.19,9290,297,0.03196986
Beracah Homes,MAR,Housing,Paid Search,1100,0.6,660,661.32,2286,191,0.083552056
Boyd Contracting,MAR,Roofing,Paid Search,0,0.6,0,0,0,0,0
Buzzell Plumbing Heating & AC,MAR,"Plumbing, HVAC",Paid Search,2251,0.6,1350.6,1324.12,11151,308,0.027620841
Childress Dental,MAR,Dentist,Paid Search,1000,0.6,600,658.94,2803,65,0.02318944
Chris Moore Roofing,MAR,Roofing,Paid Search,1000,0.6,600,588.2,1745,64,0.036676218
Columbus Custom Hardwoods,MAR,Flooring,Paid Search,500,0.6,300,300.96,2392,60,0.025083612
Columbus Hospice,MAR,Medical,Paid Search,1500,0.6,900,851.39,3259,385,0.118134397
Complete Tire,MAR,Tire & Auto,Paid Search,1000,0.6,600,592.81,3080,94,0.030519481
Containers by Reaves,MAR,Waste Management,Paid Search,1000,0.6,600,616.89,5765,167,0.02896791
D&H Backhoe Services,MAR,Plumbing,Paid Search,0,0.6,0,0,0,0,0
Elements Lawn & Pest,MAR,Landscaping & Pools,Paid Search,1500,0.6,900,771.42,6466,99,0.015310857
Elite Tree Service,MAR,Tree Service,Paid Search,700,0.6,420,424.92,2780,66,0.023741007
Fairway Carts - EZ Go,MAR,Golfing,Paid Search,400,0.6,240,244.44,1057,80,0.075685904
Fairway Carts - SKAG,MAR,Golfing,Paid Search,400,0.6,240,244.13,2655,68,0.025612053
Fence Doctor,MAR,Fencing,Paid Search,500,0.6,300,307.89,3184,90,0.028266332
First Baptist Church School,MAR,Church & School,Paid Search,500,0.6,300,306.4,1084,69,0.063653137
First Response Services,MAR,Restoration & Cleaning,Paid Search,0,0.6,0,384.09,1384,48,0.034682081
Fosters Tree Service,MAR,Tree Service,Paid Search,800,0.6,480,523.6,2547,64,0.025127601
Funderburk & Lane,MAR,Lawyer,Paid Search,0,0.6,0,0,0,0,0
Green Team Dumpster Rentals,MAR,Waste Management,Paid Search,250,0.6,150,200.67,858,45,0.052447552
Gutter Perfection,MAR,Roofing,Paid Search,1200,0.6,720,793.26,8309,152,0.018293417
iAct Colorectal Cancer,MAR,Clinical Trials,Paid Search,0,0.6,0,0,0,18,
iAct Diabetes Mellitus Trial,MAR,Clinical Trials,Paid Search,0,0.6,0,0,0,0,0
iAct Eczema Trial,MAR,Clinical Trials,Paid Search,0,0.6,0,0,0,0,0
iAct Oral Mucositis,MAR,Medical,Paid Search,0,0.6,0,0,0,0,0
iAct Pancreatic Cancer,MAR,Clinical Trials,Paid Search,0,0.6,0,0,0,10,
iAct Pneumonia Vaccine Trial,MAR,Clinical Trials,Paid Search,0,0.6,0,0,0,0,0
iAct Teen Obesity,MAR,Clinical Trials,Paid Search,0,0.6,0,0,0,7,
Law Office of Sherry L. Johnson,MAR,Lawyer,Paid Search,0,0.6,0,0,0,5,
Majestic Carpet,MAR,Flooring,Paid Search,625,0.6,375,364.35,1475,35,0.023728814
Matt's Roofing & Gutters,MAR,Roofing,Paid Search,1000,0.6,600,619.42,2596,64,0.024653313
McGuire's Portable Buildings,MAR,Buildings,Paid Search,1950,0.6,1170,1154.86,9923,481,0.048473244
Mid GA Garage Doors,MAR,Buildings,Paid Search,0,0.6,0,0,0,0,0
Midtown OB,MAR,Medical,Paid Search,250,0.6,150,223.27,763,52,0.068152031
Midtown OB Fibroids Trial,MAR,Medical,Paid Search,0,0.6,0,0,0,0,0
Muse Kitchen & Bath,MAR,Home Improvement,Paid Search,0,0.6,0,0,0,0,0
Northridge Vet,MAR,Veterinary,Paid Search,500,0.6,300,295.63,1454,71,0.048830812
Only Plumbing,MAR,Plumbing,Paid Search,0,0.6,0,0,0,0,0
Overby Company,MAR,Office Supply,Paid Search,400,0.6,240,290.19,3358,37,0.011018463
Overhead Door Company,MAR,Garage Door,Paid Search,1500,0.6,900,965.17,5408,230,0.042529586
Overhead Door Pensacola,MAR,Garage Door,Paid Search,500,0.6,300,338.71,3866,99,0.025607863
Overhead Door -Watertown,MAR,Garage Door,Paid Search,500,0.6,300,311.93,1382,84,0.060781476
Parkside Dental,MAR,Dentist,Paid Search,1000,0.6,600,565.2,2280,65,0.028508772
Pink Monarch,MAR,Medical,Paid Search,240,0.6,144,139.02,587,25,0.042589438
PinProps,MAR,Real Estate,Paid Search,0,0.6,0,0,0,72,
Pioneer Comfort Systems,MAR,HVAC,Paid Search,1800,0.6,1080,1040.08,4415,116,0.026274066
Proscape Colorants,MAR,Landscaping & Pools,Paid Search,1000,0.6,600,665.39,5486,218,0.039737514
Proway Turf,MAR,Landscaping & Pools,Paid Search,0,0.6,0,131.43,1753,3,0.001711352
Reliance Home Services,MAR,Roofing & HVAC,Paid Search,0,0.6,0,0,0,0,0
Rusty's  Floor Coverings,MAR,Flooring,Paid Search,500,0.6,300,0,0,0,0
Servpro CDW,MAR,Restoration & Cleaning,Paid Search,0,0.6,0,0,0,0,0
ServPro of Phenix City,MAR,Restoration & Cleaning,Paid Search,600,0.6,360,417.54,4322,58,0.013419713
Shred A Way,MAR,Office Supply,Paid Search,200,0.6,120,184.9,356,13,0.036516854
Smiths Radiator,MAR,Tire & Auto,Paid Search,1000,0.6,600,616.28,3271,152,0.04646897
Southeastern Insulation,MAR,Home Improvement,Paid Search,800,0.6,480,478.58,2657,77,0.028980053
Southern Services Carpet,MAR,Flooring,Paid Search,500,0.6,300,307.82,674,25,0.037091988
Synovus Wealth Management,MAR,Banking,Paid Search,0,0.6,0,0,68,0,0
The Roofing Guys,MAR,Roofing,Paid Search,4000,0.6,2400,522.92,3768,281,0.074575372
Thompson West Plumbing,MAR,Plumbing,Paid Search,0,0.6,0,911.56,6848,0,0
Tires First - Aletheia,MAR,Tire & Auto,Paid Search,0,0.6,0,0,0,0,0
Top Notch Cleaning,MAR,Restoration & Cleaning,Paid Search,1500,0.6,900,1049.94,3271,101,0.030877408
Transmission Plus / AAA Parts & Salvage,MAR,Tire & Auto,Paid Search,1440,0.6,864,931.17,6274,207,0.032993306
AAA Parts & Salvage,MAR,Tire & Auto,Paid Search,1000,0.6,600,599,3183,267,0.083883129
Watson Plumbing,MAR,Plumbing,Paid Search,500,0.6,300,303.05,1060,52,0.049056604
West GA Custom Fence,MAR,Fencing,Paid Search,0,0.6,0,0,0,0,0
West Georgia Eye Care,MAR,Medical,Paid Search,600,0.6,360,357.42,2643,51,0.019296254
