Company,Month,Service to Public,Campaign Type,Company Location,Paid to Ad,Percent,Spend,Spent,Impressions,Clicks,CRT,Goal
Northridge Vet,AUG,Veterinary,Paid Search,,1000,0.6,,583.54,2291,100,,
Overby Company,AUG,Office Supply,Paid Search,,400,0.6,,213.64,2602,35,,
Overhead Door Company,AUG,Garage Door,Paid Search,,1500,0.6,,937.19,4916,210,,
Overhead Door Pensacola,AUG,Garage Door,Paid Search,,5000,0.6,,3257.35,7514,282,,
Overhead Door Montgomery,AUG,Garage Door,Paid Search,,,0.6,,0.0,0,0,,
Overhead Door -Watertown,AUG,Garage Door,Paid Search,,500,0.6,,309.49,1772,101,,
Parkside Dental,AUG,Dentist,Paid Search,,1000,0.6,,580.34,1499,79,,
Pink Monarch,AUG,Medical,Paid Search,,240,0.6,,142.59,507,35,,
Piano Crafters,AUG,,Paid Search,,,0.6,,0.0,0,0,,
Platinum Roofing ,AUG,,Paid Search,,,0.6,,0.0,0,0,,
PRMC,AUG,Real Estate,Paid Search,,,0.6,,0.0,0,0,,
ProGuard 563,AUG,Roofing & HVAC,Paid Search,,,0.6,,0.0,0,0,,
Reliance Home Services,AUG,Roofing & HVAC,Paid Search,,,0.6,,0.0,0,0,,
Reliable Pool Enclosures,AUG,,Paid Search,,1500,0.6,,23.4,479,13,,
Rusty's  Floor Coverings,AUG,Flooring,Paid Search,,500,0.6,,325.85,3993,80,,
Servpro CDW,AUG,Restoration & Cleaning,Paid Search,,1200,0.6,,440.59,749,28,,
"Servpro Harris, Meriwether, & Stewart",AUG,,Paid Search,,,0.6,,0.0,0,0,,
ServPro of Phenix City,AUG,Restoration & Cleaning,Paid Search,,700,0.6,,326.05,5514,127,,
Shred A Way,AUG,Office Supply,Paid Search,,1400,0.6,,712.29,2948,90,,
Smiths Radiator,AUG,Tire & Auto,Paid Search,,1000,0.6,,612.32,3378,141,,
Southern Services Carpet,AUG,Flooring,Paid Search,,500,0.6,,308.78,555,36,,
Southern Scarlett,AUG,,Paid Search,,500,0.6,,287.33,21274,456,,
Superior Plumbing,AUG,Plumbing,Paid Search,,1500,0.6,,600.94,465,86,,
Synovus Minority Birmingham,AUG,Banking,Paid Search,,100,0.6,,57.09,503,36,,
Synovus Minority Naples,AUG,Banking,Paid Search,,100,0.6,,0.0,0,0,,
Synovus Minority Atlanta,AUG,Banking,Paid Search,,100,0.6,,57.56,579,41,,
Synovus Minority Sarasota,AUG,Banking,Paid Search,,100,0.6,,60.96,522,36,,
Synovus Minority Mobile,AUG,Banking,Paid Search,,100,0.6,,59.34,588,41,,
Synovus Minority Orlando,AUG,Banking,Paid Search,,100,0.6,,59.74,438,38,,
Synovus Minority Cape Coral,AUG,Banking,Paid Search,,100,0.6,,0.0,0,0,,
Synovus Minority Hilton Head,AUG,Banking,Paid Search,,100,0.6,,60.41,715,42,,
Synovus Albany Branding ,AUG,Banking,Paid Search,,200,0.6,,47.18,1177,250,,
Synovus Mobile Branding ,AUG,Banking,Paid Search,,150,0.6,,0.0,0,0,,
Synovus Tifton Branding ,AUG,Banking,Paid Search,,150,0.6,,48.47,578,49,,
Synovus Sarasota Branding,AUG,Banking,Paid Search,,200,0.6,,182.1,1525,48,,
Synovus Warner Robins Branding ,AUG,Banking,Paid Search,,120,0.6,,81.22,602,61,,
Synovus Valdosta Branding ,AUG,Banking,Paid Search,,,0.6,,52.29,542,52,,
Synovus Stockbrokers Caribbean ,AUG,Banking,Paid Search,,,0.6,,0.0,0,0,,
Synovus Stockbrokers Wellington ,AUG,Banking,Paid Search,,,0.6,,0.0,0,0,,
Synovus Stockbrokers Palm Harbor ,AUG,Banking,Paid Search,,,0.6,,0.0,0,0,,
Synovus Stockbrokers Vanderbilt ,AUG,Banking,Paid Search,,,0.6,,0.0,0,0,,
Synovus Stockbrokers Sarasota ,AUG,Banking,Paid Search,,,0.6,,0.0,0,0,,
Tadlock Roofing,AUG,Roofing,Paid Search,,,0.6,,0.0,0,0,,
The Roofing Guys,AUG,Roofing,Paid Search,,4000,0.6,,1964.88,17210,271,,
Tires First - Aletheia,AUG,Tire & Auto,Paid Search,,500,0.6,,300.38,2037,58,,
Top Notch Cleaning,AUG,Restoration & Cleaning,Paid Search,,500,0.6,,301.83,1090,45,,
Transmission Plus / AAA Parts & Salvage,AUG,Tire & Auto,Paid Search,,1390,0.6,,928.03,6837,183,,
AAA Parts & Salvage,AUG,Tire & Auto,Paid Search,,1050,0.6,,646.5,2716,261,,
Tyler Home Improvement,AUG,Home Improvement,Paid Search,,1000,0.6,,1.96,30,1,,
Tuscan Rose Vineyards,AUG,Winery,Paid Search,,,0.6,,0.0,0,0,,
Watson Plumbing,AUG,Plumbing,Paid Search,,500,0.6,,289.28,796,49,,
Warrior Restoration,AUG,,Paid Search,,,0.6,,0.0,0,0,,
West GA Custom Fence,AUG,Fencing,Paid Search,,1000,0.6,,559.11,2894,148,,
West Georgia Eye Care,AUG,Medical,Paid Search,,500,0.6,,315.54,2174,94,,
WK Eye - The Cataract Surgeons,AUG,Medical,Paid Search,,2700,0.6,,1651.74,3981,176,,
Adams Family Dentistry,JULY,Dentist,Paid Search,,600,0.6,,348.69,2711,34,,
AirLogic,JULY,HVAC,Paid Search,,2000,0.6,,1394.34,9055,77,,
Aletheia Digital,JULY,,Paid Search,,,0.6,,0.0,0,0,,
Apex Roofing,JULY,Roofing,Paid Search,,1000,0.6,,606.61,5021,56,,
ASP Pools ,JULY,Landscaping & Pools,Paid Search,,,0.6,,0.0,0,0,,
Avery Roof Services,JULY,Roofing,Paid Search,,,0.6,,0.0,0,0,,
Beracah Homes,JULY,Housing,Paid Search,,1100,0.6,,662.8,2260,216,,
Best Choice Plumbing,JULY,"Plumbing, HVAC",Paid Search,,1000,0.6,,139.64,723,20,,
Brothers Gutters,JULY,,Paid Search,,,0.6,,0.0,0,0,,
Butts Mill Farm ,JULY,,Paid Search,,,0.6,,0.0,0,0,,
Buzzell Plumbing Heating & AC,JULY,"Plumbing, HVAC",Paid Search,,2101,0.6,,1368.36,9125,160,,
Cash Plumbing,JULY,"Plumbing, HVAC",Paid Search,,,0.6,,0.0,0,0,,
Cheap Cheap Trees,JULY,,Paid Search,,,0.6,,0.0,0,0,,
Childress Dental,JULY,Dentist,Paid Search,,1000,0.6,,294.55,1643,49,,
Chris Moore Roofing,JULY,Roofing,Paid Search,,1000,0.6,,586.59,1605,49,,
Claim Adjusters,JULY,,Paid Search,,,0.6,,0.0,0,0,,
Columbus Hospice,JULY,Medical,Paid Search,,1500,0.6,,920.1,4303,256,,
Complete Tire,JULY,Tire & Auto,Paid Search,,1000,0.6,,659.8,3636,114,,
Containers by Reaves,JULY,Waste Management,Paid Search,,1000,0.6,,662.11,3068,138,,
Custom Home Furniture,JULY,,Paid Search,,,0.6,,0.0,0,0,,
Custom Home Sleep Shop,JULY,,Paid Search,,,0.6,,0.0,0,0,,
D&H Backhoe Services,JULY,Plumbing,Paid Search,,,0.6,,101.28,340,18,,
Economy Air,JULY,HVAC,Paid Search,,1000,0.6,,701.57,1972,56,,
Elements Lawn & Pest,JULY,Landscaping & Pools,Paid Search,,1500,0.6,,535.77,2301,36,,
Elite Tree Service,JULY,Tree Service,Paid Search,,700,0.6,,482.61,2190,61,,
E&S Clothing Warehouse,JULY,,Paid Search,,,0.6,,0.0,0,0,,
Fairway Carts - EZ Go,JULY,Golfing,Paid Search,,400,0.6,,240.37,1100,72,,
Fence Doctor,JULY,Fencing,Paid Search,,500,0.6,,280.51,1737,61,,
Five Star Painting ,JULY,,Paid Search,,,0.6,,0.0,0,0,,
Fosters Tree Service,JULY,Tree Service,Paid Search,,700,0.6,,372.57,1533,25,,
Funderburk & Lane,JULY,Lawyer,Paid Search,,1000,0.6,,724.67,1440,31,,
Green Team Dumpster Rentals,JULY,Waste Management,Paid Search,,500,0.6,,129.32,1318,39,,
Gutter Perfection,JULY,Roofing,Paid Search,,1200,0.6,,726.22,7034,101,,
iAct BIO Pediactric Diabetes Mellitus,JULY,Clinical Trials,Paid Search,,,0.6,,0.0,0,0,,
iAct Cardiomyopathy Trial,JULY,Clinical Trials,Paid Search,,,0.6,,0.0,0,0,,
iAct Celiac Disease,JULY,Clinical Trials,Paid Search,,,0.6,,0.0,0,0,,
iAct Incyte Ped Eczema,JULY,Clinical Trials,Paid Search,,,0.6,,0.0,0,0,,
iAct Lung Cancer,JULY,Clinical Trials,Paid Search,,,0.6,,0.0,0,0,,
iAct Lung Cancer Two,JULY,Clinical Trials,Paid Search,,,0.6,,0.0,0,0,,
iAct Galera Oral Mucositis,JULY,Clinical Trials,Paid Search,,,0.6,,0.0,0,0,,
iAct Skin Infection,JULY,Clinical Trials,Paid Search,,,0.6,,0.0,0,0,,
iAct Pfizer AD ,JULY,Clinical Trials,Paid Search,,,0.6,,0.0,0,0,,
iAct Ulcerative Colitis ,JULY,Clinical Trials,Paid Search,,,0.6,,0.0,0,0,,
iAct Ulcerative Shire,JULY,Clinical Trials,Paid Search,,,0.6,,0.0,0,0,,
iAct Vivus Adolescent Obes,JULY,Clinical Trials,Paid Search,,,0.6,,0.0,0,0,,
JAE of America,JULY,,Paid Search,,,0.6,,0.0,0,0,,
Law Office of Sherry L. Johnson,JULY,Lawyer,Paid Search,,1000,0.6,,596.88,3244,67,,
Law Office of Shanna Rose,JULY,,Paid Search,,500,0.6,,330.06,784,18,,
Majestic Carpet,JULY,Flooring,Paid Search,,625,0.6,,366.52,815,40,,
Magic Bubbles,JULY,,Paid Search,,,0.6,,0.0,0,0,,
Maps.org,JULY,,Paid Search,,,0.6,,0.0,0,0,,
Matt's Roofing & Gutters,JULY,Roofing,Paid Search,,2500,0.6,,1673.46,7680,87,,
Martin Brothers Body Works,JULY,Tire & Auto,Paid Search,,500,0.6,,60.08,729,31,,
McGuire's Portable Buildings,JULY,Buildings,Paid Search,,1800,0.6,,1066.68,6078,314,,
Mid-Georgia Garage DoorsMid- GA SEM,JULY,Buildings,Paid Search,,2000,0.6,,1329.32,6075,138,,
Midtown OB,JULY,Medical,Paid Search,,375,0.6,,232.88,918,58,,
Mold Zero,JULY,Home Improvement,Paid Search,,6500,0.6,,5401.08,9017,144,,
Muse Kitchen & Bath,JULY,Home Improvement,Paid Search,,,0.6,,0.0,0,0,,
NATSB,JULY,,Paid Search,,,0.6,,0.0,0,0,,
Northridge Vet,JULY,Veterinary,Paid Search,,1000,0.6,,591.92,3726,105,,
Overby Company,JULY,Office Supply,Paid Search,,400,0.6,,240.55,2992,37,,
Overhead Door Company,JULY,Garage Door,Paid Search,,1500,0.6,,916.44,5296,144,,
Overhead Door Pensacola,JULY,Garage Door,Paid Search,,5000,0.6,,3387.29,6703,185,,
Overhead Door Montgomery,JULY,Garage Door,Paid Search,,,0.6,,0.0,0,0,,
Overhead Door -Watertown,JULY,Garage Door,Paid Search,,500,0.6,,318.43,2585,116,,
Parkside Dental,JULY,Dentist,Paid Search,,1000,0.6,,501.61,2152,73,,
Pink Monarch,JULY,Medical,Paid Search,,240,0.6,,144.14,432,27,,
Piano Crafters,JULY,,Paid Search,,,0.6,,0.0,0,0,,
Platinum Roofing ,JULY,,Paid Search,,,0.6,,0.0,0,0,,
PRMC,JULY,Real Estate,Paid Search,,,0.6,,0.0,0,0,,
ProGuard 563,JULY,Roofing & HVAC,Paid Search,,,0.6,,0.0,0,0,,
Reliance Home Services,JULY,Roofing & HVAC,Paid Search,,2000,0.6,,26.35,174,2,,
Reliable Pool Enclosures,JULY,,Paid Search,,,0.6,,0.0,0,0,,
Rusty's  Floor Coverings,JULY,Flooring,Paid Search,,500,0.6,,198.01,3131,49,,
Servpro CDW,JULY,Restoration & Cleaning,Paid Search,,,0.6,,0.0,0,0,,
"Servpro Harris, Meriwether, & Stewart",JULY,,Paid Search,,,0.6,,0.0,0,0,,
ServPro of Phenix City,JULY,Restoration & Cleaning,Paid Search,,700,0.6,,500.67,6970,43,,
Shred A Way,JULY,Office Supply,Paid Search,,400,0.6,,280.42,872,34,,
Smiths Radiator,JULY,Tire & Auto,Paid Search,,1000,0.6,,618.67,3585,111,,
Southern Services Carpet,JULY,Flooring,Paid Search,,500,0.6,,295.44,651,26,,
Southern Scarlett,JULY,,Paid Search,,500,0.6,,98.59,7895,118,,
Superior Plumbing,JULY,Plumbing,Paid Search,,1500,0.6,,907.05,967,149,,
Synovus Minority Birmingham,JULY,Banking,Paid Search,,100,0.6,,77.49,726,49,,
Synovus Minority Naples,JULY,Banking,Paid Search,,100,0.6,,75.03,559,43,,
Synovus Minority Atlanta,JULY,Banking,Paid Search,,100,0.6,,74.44,686,43,,
Synovus Minority Sarasota,JULY,Banking,Paid Search,,100,0.6,,71.93,640,37,,
Synovus Minority Mobile,JULY,Banking,Paid Search,,100,0.6,,76.48,629,47,,
Synovus Minority Orlando,JULY,Banking,Paid Search,,100,0.6,,70.43,643,36,,
Synovus Minority Cape Coral,JULY,Banking,Paid Search,,100,0.6,,75.07,473,45,,
Synovus Minority Hilton Head,JULY,Banking,Paid Search,,100,0.6,,77.76,537,40,,
Synovus Albany Branding ,JULY,Banking,Paid Search,,200,0.6,,196.05,2303,169,,
Synovus Mobile Branding ,JULY,Banking,Paid Search,,150,0.6,,66.61,1333,38,,
Synovus Tifton Branding ,JULY,Banking,Paid Search,,150,0.6,,66.48,1268,83,,
Synovus Sarasota Branding,JULY,Banking,Paid Search,,,0.6,,0.0,0,0,,
Synovus Warner Robins Branding ,JULY,Banking,Paid Search,,,0.6,,0.0,0,0,,
Synovus Valdosta Branding ,JULY,Banking,Paid Search,,,0.6,,0.0,0,0,,
Synovus Stockbrokers Caribbean ,JULY,Banking,Paid Search,,,0.6,,0.0,0,0,,
Synovus Stockbrokers Wellington ,JULY,Banking,Paid Search,,,0.6,,0.0,0,0,,
Synovus Stockbrokers Palm Harbor ,JULY,Banking,Paid Search,,,0.6,,0.0,0,0,,
Synovus Stockbrokers Vanderbilt ,JULY,Banking,Paid Search,,,0.6,,0.0,0,0,,
Synovus Stockbrokers Sarasota ,JULY,Banking,Paid Search,,,0.6,,0.0,0,0,,
Tadlock Roofing,JULY,Roofing,Paid Search,,,0.6,,0.0,0,0,,
The Roofing Guys,JULY,Roofing,Paid Search,,4000,0.6,,2298.11,24929,241,,
Tires First - Aletheia,JULY,Tire & Auto,Paid Search,,500,0.6,,355.78,2830,68,,
Top Notch Cleaning,JULY,Restoration & Cleaning,Paid Search,,500,0.6,,305.51,1359,37,,
Transmission Plus / AAA Parts & Salvage,JULY,Tire & Auto,Paid Search,,1390,0.6,,995.96,8271,139,,
AAA Parts & Salvage,JULY,Tire & Auto,Paid Search,,1050,0.6,,646.7,2677,248,,
Tyler Home Improvement,JULY,Home Improvement,Paid Search,,,0.6,,0.0,0,0,,
Tuscan Rose Vineyards,JULY,Winery,Paid Search,,,0.6,,0.0,0,0,,
Watson Plumbing,JULY,Plumbing,Paid Search,,500,0.6,,297.93,1307,40,,
Warrior Restoration,JULY,,Paid Search,,,0.6,,0.0,0,0,,
West GA Custom Fence,JULY,Fencing,Paid Search,,1000,0.6,,626.74,3401,146,,
West Georgia Eye Care,JULY,Medical,Paid Search,,500,0.6,,316.12,2170,98,,
WK Eye - The Cataract Surgeons,JULY,Medical,Paid Search,,2700,0.6,,1753.87,6356,312,,
Adams Family Dentistry,JUNE,Dentist,Paid Search,,600,0.6,,299.9503,1497,71,,
AirLogic,JUNE,HVAC,Paid Search,,1000,0.6,,455.5111,1762,25,,
Aletheia Digital,JUNE,,Paid Search,,,0.6,,0.0,0,0,,
Apex Roofing,JUNE,Roofing,Paid Search,,1000,0.6,,505.2208,3879,88,,
ASP Pools ,JUNE,Landscaping & Pools,Paid Search,,400,0.6,,219.07,1073,58,,
Avery Roof Services,JUNE,Roofing,Paid Search,,,0.6,,0.0,0,0,,
Beracah Homes,JUNE,Housing,Paid Search,,1100,0.6,,661.63,2409,204,,
Best Choice Plumbing,JUNE,"Plumbing, HVAC",Paid Search,,,0.6,,0.0,0,0,,
Brothers Gutters,JUNE,,Paid Search,,,0.6,,0.0,0,0,,
Butts Mill Farm ,JUNE,,Paid Search,,,0.6,,0.0,0,0,,
Buzzell Plumbing Heating & AC,JUNE,"Plumbing, HVAC",Paid Search,,2101,0.6,,1035.0908,10659,274,,
Cash Plumbing,JUNE,"Plumbing, HVAC",Paid Search,,,0.6,,0.0,0,0,,
Cheap Cheap Trees,JUNE,,Paid Search,,,0.6,,0.0,0,0,,
Childress Dental,JUNE,Dentist,Paid Search,,1000,0.6,,451.07,2062,66,,
Chris Moore Roofing,JUNE,Roofing,Paid Search,,1000,0.6,,583.99,1380,57,,
Claim Adjusters,JUNE,,Paid Search,,,0.6,,0.0,0,0,,
Columbus Hospice,JUNE,Medical,Paid Search,,1500,0.6,,770.2309,3288,339,,
Complete Tire,JUNE,Tire & Auto,Paid Search,,1000,0.6,,505.1953,3195,100,,
Containers by Reaves,JUNE,Waste Management,Paid Search,,1000,0.6,,356.2187,3675,120,,
Custom Home Furniture,JUNE,,Paid Search,,,0.6,,0.0,0,0,,
Custom Home Sleep Shop,JUNE,,Paid Search,,,0.6,,0.0,0,0,,
D&H Backhoe Services,JUNE,Plumbing,Paid Search,,500,0.6,,0.0,0,0,,
Economy Air,JUNE,HVAC,Paid Search,,1000,0.6,,0.0,0,0,,
Elements Lawn & Pest,JUNE,Landscaping & Pools,Paid Search,,1500,0.6,,775.6,4592,86,,
Elite Tree Service,JUNE,Tree Service,Paid Search,,700,0.6,,370.53,1824,49,,
E&S Clothing Warehouse,JUNE,,Paid Search,,,0.6,,0.0,0,0,,
Fairway Carts - EZ Go,JUNE,Golfing,Paid Search,,400,0.6,,240.81,929,64,,
Fence Doctor,JUNE,Fencing,Paid Search,,500,0.6,,265.512,2114,73,,
Five Star Painting ,JUNE,,Paid Search,,,0.6,,0.0,0,0,,
Fosters Tree Service,JUNE,Tree Service,Paid Search,,700,0.6,,443.8253,1615,37,,
Funderburk & Lane,JUNE,Lawyer,Paid Search,,850,0.6,,437.3177,1346,50,,
Green Team Dumpster Rentals,JUNE,Waste Management,Paid Search,,500,0.6,,354.81,3153,73,,
Gutter Perfection,JUNE,Roofing,Paid Search,,1200,0.6,,590.5279,6396,144,,
iAct BIO Pediactric Diabetes Mellitus,JUNE,Clinical Trials,Paid Search,,,0.6,,0.0,0,0,,
iAct Cardiomyopathy Trial,JUNE,Clinical Trials,Paid Search,,,0.6,,0.0,0,0,,
iAct Celiac Disease,JUNE,Clinical Trials,Paid Search,,,0.6,,0.0,0,0,,
iAct Incyte Ped Eczema,JUNE,Clinical Trials,Paid Search,,,0.6,,0.0,0,0,,
iAct Lung Cancer,JUNE,Clinical Trials,Paid Search,,,0.6,,0.0,0,0,,
iAct Lung Cancer Two,JUNE,Clinical Trials,Paid Search,,,0.6,,0.0,0,0,,
iAct Galera Oral Mucositis,JUNE,Clinical Trials,Paid Search,,,0.6,,0.0,0,0,,
iAct Skin Infection,JUNE,Clinical Trials,Paid Search,,,0.6,,0.0,0,0,,
iAct Pfizer AD ,JUNE,Clinical Trials,Paid Search,,,0.6,,0.0,0,0,,
iAct Ulcerative Colitis ,JUNE,Clinical Trials,Paid Search,,,0.6,,0.0,0,0,,
iAct Ulcerative Shire,JUNE,Clinical Trials,Paid Search,,,0.6,,0.0,0,0,,
iAct Vivus Adolescent Obes,JUNE,Clinical Trials,Paid Search,,,0.6,,0.0,0,0,,
JAE of America,JUNE,,Paid Search,,,0.6,,0.0,0,0,,
Law Office of Sherry L. Johnson,JUNE,Lawyer,Paid Search,,500,0.6,,285.46,1734,46,,
Law Office of Shanna Rose,JUNE,,Paid Search,,,0.6,,0.0,0,0,,
Majestic Carpet,JUNE,Flooring,Paid Search,,625,0.6,,349.54,952,39,,
Magic Bubbles,JUNE,,Paid Search,,,0.6,,0.0,0,0,,
Maps.org,JUNE,,Paid Search,,,0.6,,0.0,0,0,,
Matt's Roofing & Gutters,JUNE,Roofing,Paid Search,,3750,0.6,,813.2682,5133,114,,
Martin Brothers Body Works,JUNE,Tire & Auto,Paid Search,,,0.6,,0.0,0,0,,
McGuire's Portable Buildings,JUNE,Buildings,Paid Search,,1800,0.6,,993.3164,6008,369,,
Mid-Georgia Garage DoorsMid- GA SEM,JUNE,Buildings,Paid Search,,2000,0.6,,1373.0386,4311,133,,
Midtown OB,JUNE,Medical,Paid Search,,375,0.6,,226.25,1110,57,,
Mold Zero,JUNE,Home Improvement,Paid Search,,6000,0.6,,4162.0591,7327,230,,
Muse Kitchen & Bath,JUNE,Home Improvement,Paid Search,,,0.6,,0.0,0,0,,
NATSB,JUNE,,Paid Search,,,0.6,,0.0,0,0,,
Northridge Vet,JUNE,Veterinary,Paid Search,,1000,0.6,,590.48,3229,103,,
Overby Company,JUNE,Office Supply,Paid Search,,400,0.6,,227.9,2136,42,,
Overhead Door Company,JUNE,Garage Door,Paid Search,,1500,0.6,,838.3126,6801,205,,
Overhead Door Pensacola,JUNE,Garage Door,Paid Search,,5000,0.6,,2296.4143,7038,202,,
Overhead Door Montgomery,JUNE,Garage Door,Paid Search,,,0.6,,0.0,0,0,,
Overhead Door -Watertown,JUNE,Garage Door,Paid Search,,500,0.6,,324.89,3478,113,,
Parkside Dental,JUNE,Dentist,Paid Search,,1000,0.6,,509.62,1986,69,,
Pink Monarch,JUNE,Medical,Paid Search,,240,0.6,,143.33,632,26,,
Piano Crafters,JUNE,,Paid Search,,,0.6,,0.0,0,0,,
Platinum Roofing ,JUNE,,Paid Search,,,0.6,,0.0,0,0,,
PRMC,JUNE,Real Estate,Paid Search,,,0.6,,0.0,0,0,,
ProGuard 563,JUNE,Roofing & HVAC,Paid Search,,,0.6,,0.0,0,0,,
Reliance Home Services,JUNE,Roofing & HVAC,Paid Search,,2000,0.6,,1075.99,7615,106,,
Reliable Pool Enclosures,JUNE,,Paid Search,,,0.6,,0.0,0,0,,
Rusty's  Floor Coverings,JUNE,Flooring,Paid Search,,1000,0.6,,589.29,7019,112,,
Servpro CDW,JUNE,Restoration & Cleaning,Paid Search,,1200,0.6,,787.35,2232,62,,
"Servpro Harris, Meriwether, & Stewart",JUNE,,Paid Search,,,0.6,,0.0,0,0,,
ServPro of Phenix City,JUNE,Restoration & Cleaning,Paid Search,,700,0.6,,311.5681,6509,126,,
Shred A Way,JUNE,Office Supply,Paid Search,,400,0.6,,252.3636,853,37,,
Smiths Radiator,JUNE,Tire & Auto,Paid Search,,1000,0.6,,514.9054,4045,133,,
Southern Services Carpet,JUNE,Flooring,Paid Search,,500,0.6,,298.61,373,24,,
Southern Scarlett,JUNE,,Paid Search,,,0.6,,0.0,0,0,,
Superior Plumbing,JUNE,Plumbing,Paid Search,,1500,0.6,,106.4,97,20,,
Synovus Minority Birmingham,JUNE,Banking,Paid Search,,,0.6,,0.0,0,0,,
Synovus Minority Naples,JUNE,Banking,Paid Search,,,0.6,,0.0,0,0,,
Synovus Minority Atlanta,JUNE,Banking,Paid Search,,,0.6,,0.0,0,0,,
Synovus Minority Sarasota,JUNE,Banking,Paid Search,,,0.6,,0.0,0,0,,
Synovus Minority Mobile,JUNE,Banking,Paid Search,,,0.6,,0.0,0,0,,
Synovus Minority Orlando,JUNE,Banking,Paid Search,,,0.6,,0.0,0,0,,
Synovus Minority Cape Coral,JUNE,Banking,Paid Search,,,0.6,,0.0,0,0,,
Synovus Minority Hilton Head,JUNE,Banking,Paid Search,,,0.6,,0.0,0,0,,
Synovus Albany Branding ,JUNE,Banking,Paid Search,,200,0.6,,47.24,1484,61,,
Synovus Mobile Branding ,JUNE,Banking,Paid Search,,,0.6,,0.0,0,0,,
Synovus Tifton Branding ,JUNE,Banking,Paid Search,,,0.6,,60.0,1617,37,,
Synovus Sarasota Branding,JUNE,Banking,Paid Search,,,0.6,,0.0,0,0,,
Synovus Warner Robins Branding ,JUNE,Banking,Paid Search,,,0.6,,0.0,0,0,,
Synovus Valdosta Branding ,JUNE,Banking,Paid Search,,,0.6,,0.0,0,0,,
Synovus Stockbrokers Caribbean ,JUNE,Banking,Paid Search,,,0.6,,0.0,0,0,,
Synovus Stockbrokers Wellington ,JUNE,Banking,Paid Search,,,0.6,,0.0,0,0,,
Synovus Stockbrokers Palm Harbor ,JUNE,Banking,Paid Search,,,0.6,,0.0,0,0,,
Synovus Stockbrokers Vanderbilt ,JUNE,Banking,Paid Search,,,0.6,,0.0,0,0,,
Synovus Stockbrokers Sarasota ,JUNE,Banking,Paid Search,,,0.6,,0.0,0,0,,
Tadlock Roofing,JUNE,Roofing,Paid Search,,,0.6,,0.0,0,0,,
The Roofing Guys,JUNE,Roofing,Paid Search,,4000,0.6,,1537.9771,16481,264,,
Tires First - Aletheia,JUNE,Tire & Auto,Paid Search,,500,0.6,,292.47,2322,66,,
Top Notch Cleaning,JUNE,Restoration & Cleaning,Paid Search,,500,0.6,,256.4925,1192,48,,
Transmission Plus / AAA Parts & Salvage,JUNE,Tire & Auto,Paid Search,,1390,0.6,,868.2289999999999,7102,201,,
AAA Parts & Salvage,JUNE,Tire & Auto,Paid Search,,1050,0.6,,658.32,3492,267,,
Tyler Home Improvement,JUNE,Home Improvement,Paid Search,,,0.6,,0.0,0,0,,
Tuscan Rose Vineyards,JUNE,Winery,Paid Search,,,0.6,,0.0,0,0,,
Watson Plumbing,JUNE,Plumbing,Paid Search,,500,0.6,,285.45,1640,43,,
Warrior Restoration,JUNE,,Paid Search,,,0.6,,0.0,0,0,,
West GA Custom Fence,JUNE,Fencing,Paid Search,,1000,0.6,,545.7521,3483,171,,
West Georgia Eye Care,JUNE,Medical,Paid Search,,500,0.6,,0.0,0,0,,
WK Eye - The Cataract Surgeons,JUNE,Medical,Paid Search,,2700,0.6,,1353.78,3361,249,,
Adams Family Dentistry,MAY,Dentist,Paid Search,,600,0.6,,320.0853,1825,67,,
AirLogic,MAY,HVAC,Paid Search,,1000,0.6,,447.923,1759,40,,
Aletheia Digital,MAY,,Paid Search,,,0.6,,0.0,0,0,,
Apex Roofing,MAY,Roofing,Paid Search,,,0.6,,0.0,0,0,,
ASP Pools ,MAY,Landscaping & Pools,Paid Search,,400,0.6,,174.45,691,44,,
Avery Roof Services,MAY,Roofing,Paid Search,,,0.6,,0.0,0,0,,
Beracah Homes,MAY,Housing,Paid Search,,1100,0.6,,668.07,1939,222,,
Best Choice Plumbing,MAY,"Plumbing, HVAC",Paid Search,,,0.6,,0.0,0,0,,
Brothers Gutters,MAY,,Paid Search,,,0.6,,0.0,0,0,,
Butts Mill Farm ,MAY,,Paid Search,,,0.6,,0.0,0,0,,
Buzzell Plumbing Heating & AC,MAY,"Plumbing, HVAC",Paid Search,,2251,0.6,,1003.7410000000001,11310,299,,
Cash Plumbing,MAY,"Plumbing, HVAC",Paid Search,,,0.6,,0.0,0,0,,
Cheap Cheap Trees,MAY,,Paid Search,,,0.6,,0.0,0,0,,
Childress Dental,MAY,Dentist,Paid Search,,,0.6,,0.0,0,0,,
Chris Moore Roofing,MAY,Roofing,Paid Search,,1000,0.6,,589.21,1440,57,,
Claim Adjusters,MAY,,Paid Search,,,0.6,,0.0,0,0,,
Columbus Hospice,MAY,Medical,Paid Search,,1500,0.6,,802.3937,3357,362,,
Complete Tire,MAY,Tire & Auto,Paid Search,,1000,0.6,,744.6101,2405,114,,
Containers by Reaves,MAY,Waste Management,Paid Search,,1000,0.6,,394.6755,2248,87,,
Custom Home Furniture,MAY,,Paid Search,,,0.6,,0.0,0,0,,
Custom Home Sleep Shop,MAY,,Paid Search,,,0.6,,0.0,0,0,,
D&H Backhoe Services,MAY,Plumbing,Paid Search,,,0.6,,0.0,0,0,,
Economy Air,MAY,HVAC,Paid Search,,,0.6,,0.0,0,0,,
Elements Lawn & Pest,MAY,Landscaping & Pools,Paid Search,,1500,0.6,,907.17,7251,94,,
